ECOREGION_CODE,ECOREGION_NAME,ECOREGION_AREA,GLOBAL200_NUM,CONSERVATION_STATUS,ANALYSIS,REALM_CODE,MHT_CODE,CREATED_BY,DATE_CREATED,MODIFIED_BY,DATE_MODIFIED,INFO_LOCATION,ALTERNATE_NAME
PA1217,Pindus Mountains mixed forests,39500,123,1,Y,pa,12,,,,,,
PA1218,South Appenine mixed montane forests,13100,123,2,Y,pa,12,,,,,,
PA1219,Southeastern Iberian shrubs and woodlands,2900,123,1,Y,pa,12,,,,,,
PA1220,Southern Anatolian montane conifer and deciduous forests,76500,123,1,Y,pa,12,,,,,,
PA1221,Southwest Iberian Mediterranean sclerophyllous and mixed forests,71100,123,1,Y,pa,12,,,,,,
PA1222,Tyrrhenian-Adriatic sclerophyllous and mixed forests,85000,123,1,Y,pa,12,,,,,,
PA1301,Afghan Mountains semi-desert,13700,99,1,Y,pa,13,,,,,,
PA1302,Alashan Plateau semi-desert,673400,99,2,Y,pa,13,,,,,,
PA1303,Arabian Desert and East Sahero-Arabian xeric shrublands,1851300,99,1,Y,pa,13,,,,,,
PA1304,Atlantic coastal desert,39900,99,3,Y,pa,13,,,,,,
PA1305,Azerbaijan shrub desert and steppe,64000,99,1,Y,pa,13,,,,,,
PA1306,Badghyz and Karabil semi-desert,133600,99,1,Y,pa,13,,,,,,
PA1307,Baluchistan xeric woodlands,288700,99,1,Y,pa,13,,,,,,
PA1308,Caspian lowland desert,267300,99,1,Y,pa,13,,,,,,
PA1309,Central Afghan Mountains xeric woodlands,139400,99,1,Y,pa,13,,,,,,
PA1310,Central Asian northern desert,662400,134,2,Y,pa,13,,,,,,
PA1311,Central Asian riparian woodlands,88600,134,1,Y,pa,13,,,,,,
PA1312,Central Asian southern desert,566700,134,1,Y,pa,13,,,,,,
PA1313,Central Persian desert basins,580900,99,2,Y,pa,13,,,,,,
PA1314,Eastern Gobi desert steppe,281800,99,2,Y,pa,13,,,,,,
PA1315,Gobi Lakes Valley desert steppe,139400,99,2,Y,pa,13,,,,,,
PA1316,Great Lakes Basin desert steppe,157200,79,2,Y,pa,13,,,,,,
PA1317,Junggar Basin semi-desert,304200,99,1,Y,pa,13,,,,,,
PA1318,Kazakh semi-desert,678400,99,1,Y,pa,13,,,,,,
PA1319,Kopet Dag semi-desert,26300,99,2,Y,pa,13,,,,,,
PA1320,Mesopotamian shrub desert,211000,99,2,Y,pa,13,,,,,,
PA1321,North Saharan steppe and woodlands,1675300,99,2,Y,pa,13,,,,,,
PA1322,Paropamisus xeric woodlands,92600,99,2,Y,pa,13,,,,,,
PA1323,Persian Gulf desert and semi-desert,72600,99,1,Y,pa,13,,,,,,
PA1324,Qaidam Basin semi-desert,192000,99,2,Y,pa,13,,,,,,
PA1325,Red Sea Nubo-Sindian tropical desert and semi-desert,651300,99,1,Y,pa,13,,,,,,
PA1326,Registan-North Pakistan sandy desert,277300,99,2,Y,pa,13,,,,,,
PA1327,Sahara desert,4639900,99,2,Y,pa,13,,,,,,
PA1328,South Iran Nubo-Sindian desert and semi-desert,351500,99,1,Y,pa,13,,,,,,
PA1329,South Saharan steppe and woodlands,1101700,99,2,Y,pa,13,,,,,,
PA1330,Taklimakan desert,741900,99,1,Y,pa,13,,,,,,
PA1331,Tibesti-Jebel Uweinat montane xeric woodlands,82200,99,3,Y,pa,13,,,,,,
PA1332,West Saharan montane xeric woodlands,258100,99,3,Y,pa,13,,,,,,
PA1333,Red Sea coastal desert,56300,99,2,Y,pa,13,,,,,,
